LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Flag Codes,TotalValue
SVK,PHARMAEXP,TOT,USD_CAP,A,2002,272.2375,,753.029070575
SVK,PHARMAEXP,TOT,USD_CAP,A,2003,305.4379,,844.361999335
SVK,PHARMAEXP,TOT,USD_CAP,A,2004,332.0112,,917.580017462
SVK,PHARMAEXP,TOT,USD_CAP,A,2005,364.0793,B,1006.084723
SVK,PHARMAEXP,TOT,USD_CAP,A,2006,402.9535,,1113.27952685
SVK,PHARMAEXP,TOT,USD_CAP,A,2007,453.9775,,1254.09014488
SVK,PHARMAEXP,TOT,USD_CAP,A,2008,502.2213,,1387.74794059
SVK,PHARMAEXP,TOT,USD_CAP,A,2009,544.3513,,1505.3839235
SVK,PHARMAEXP,TOT,USD_CAP,A,2010,559.9845,,1549.51519045
SVK,PHARMAEXP,TOT,USD_CAP,A,2011,537.5957,,1489.09761894
SVK,PHARMAEXP,TOT,USD_CAP,A,2012,530.7565,,1472.16620388
SVK,PHARMAEXP,TOT,USD_CAP,A,2013,550.0898,,1527.53831463
SVK,PHARMAEXP,TOT,USD_CAP,A,2014,532.617,B,0
ESP,PHARMAEXP,TOT,USD_CAP,A,1980,76.5994,,1464.68623517
ESP,PHARMAEXP,TOT,USD_CAP,A,1981,83.9313,,1614.13151045
ESP,PHARMAEXP,TOT,USD_CAP,A,1982,94.4537,,1826.98297123
ESP,PHARMAEXP,TOT,USD_CAP,A,1983,95.2015,,1849.76038493
ESP,PHARMAEXP,TOT,USD_CAP,A,1984,89.8842,,1754.06050121
ESP,PHARMAEXP,TOT,USD_CAP,A,1985,101.062,,1979.8197393
ESP,PHARMAEXP,TOT,USD_CAP,A,1986,98.3587,,1932.42977281
ESP,PHARMAEXP,TOT,USD_CAP,A,1987,105.8718,,2086.48120312
ESP,PHARMAEXP,TOT,USD_CAP,A,1988,121.7455,,2405.15783471
ESP,PHARMAEXP,TOT,USD_CAP,A,1989,138.1417,,2734.08671223
ESP,PHARMAEXP,TOT,USD_CAP,A,1990,155.0091,,3072.64463338
ESP,PHARMAEXP,TOT,USD_CAP,A,1995,228.821,,4636.36652558
ESP,PHARMAEXP,TOT,USD_CAP,A,1996,246.4587,,5014.5817979
ESP,PHARMAEXP,TOT,USD_CAP,A,1997,269.2876,,5501.84996299
ESP,PHARMAEXP,TOT,USD_CAP,A,1998,290.3651,,5956.62805998
ESP,PHARMAEXP,TOT,USD_CAP,A,1999,311.1486,B,6407.33687996
ESP,PHARMAEXP,TOT,USD_CAP,A,2000,327.3126,,6770.70661545
ESP,PHARMAEXP,TOT,USD_CAP,A,2001,345.6902,,7187.9397855
ESP,PHARMAEXP,TOT,USD_CAP,A,2002,379.9675,,8016.04895822
ESP,PHARMAEXP,TOT,USD_CAP,A,2003,417.4352,B,8957.4205317
ESP,PHARMAEXP,TOT,USD_CAP,A,2004,428.2561,,9321.47366333
ESP,PHARMAEXP,TOT,USD_CAP,A,2005,441.8459,,9773.91850784
ESP,PHARMAEXP,TOT,USD_CAP,A,2006,469.9339,,10554.6261066
ESP,PHARMAEXP,TOT,USD_CAP,A,2007,488.7015,,11178.5239019
ESP,PHARMAEXP,TOT,USD_CAP,A,2008,517.0778,,12009.8041061
ESP,PHARMAEXP,TOT,USD_CAP,A,2009,537.6077,,12597.7881145
ESP,PHARMAEXP,TOT,USD_CAP,A,2010,532.2738,,12537.1238578
ESP,PHARMAEXP,TOT,USD_CAP,A,2011,526.9645,,12469.5504242
ESP,PHARMAEXP,TOT,USD_CAP,A,2012,512.3575,,12148.3447281
ESP,PHARMAEXP,TOT,USD_CAP,A,2013,553.0873,,13085.7634435
ESP,PHARMAEXP,TOT,USD_CAP,A,2014,546.949,,12919.1158732
SWE,PHARMAEXP,TOT,USD_CAP,A,1970,20.3971,,82.1312280223
SWE,PHARMAEXP,TOT,USD_CAP,A,1971,23.5081,,95.3507107399
SWE,PHARMAEXP,TOT,USD_CAP,A,1972,27.8084,,113.243646769
SWE,PHARMAEXP,TOT,USD_CAP,A,1973,33.2807,,135.906896959
SWE,PHARMAEXP,TOT,USD_CAP,A,1974,37.4349,,153.450259593
SWE,PHARMAEXP,TOT,USD_CAP,A,1975,41.5681,,171.176064053
SWE,PHARMAEXP,TOT,USD_CAP,A,1976,43.6992,,180.712535501
SWE,PHARMAEXP,TOT,USD_CAP,A,1977,47.9545,,199.154750773
SWE,PHARMAEXP,TOT,USD_CAP,A,1978,51.0785,,212.926550199
SWE,PHARMAEXP,TOT,USD_CAP,A,1979,55.5228,,232.150654336
SWE,PHARMAEXP,TOT,USD_CAP,A,1980,60.4368,,253.401288581
SWE,PHARMAEXP,TOT,USD_CAP,A,1981,67.6139,,284.064182039
SWE,PHARMAEXP,TOT,USD_CAP,A,1982,76.3739,,321.325618253
SWE,PHARMAEXP,TOT,USD_CAP,A,1983,81.004,,341.211691128
SWE,PHARMAEXP,TOT,USD_CAP,A,1984,82.5202,,348.091411291
SWE,PHARMAEXP,TOT,USD_CAP,A,1985,88.3671,,373.488231606
SWE,PHARMAEXP,TOT,USD_CAP,A,1986,92.509,,392.008367644
SWE,PHARMAEXP,TOT,USD_CAP,A,1987,101.4201,,431.314634535
SWE,PHARMAEXP,TOT,USD_CAP,A,1988,98.6605,,421.502814428
SWE,PHARMAEXP,TOT,USD_CAP,A,1989,119.4856,,513.666563145
SWE,PHARMAEXP,TOT,USD_CAP,A,1990,125.6872,,544.324240452
SWE,PHARMAEXP,TOT,USD_CAP,A,1991,135.0438,,588.798395409
SWE,PHARMAEXP,TOT,USD_CAP,A,1992,155.7583,,683.072105835
SWE,PHARMAEXP,TOT,USD_CAP,A,1993,177.6601,B,783.621570139
SWE,PHARMAEXP,TOT,USD_CAP,A,1994,196.2936,,871.963848598
SWE,PHARMAEXP,TOT,USD_CAP,A,1995,214.4872,,957.851790067
SWE,PHARMAEXP,TOT,USD_CAP,A,1996,252.1319,,1127.81195829
SWE,PHARMAEXP,TOT,USD_CAP,A,1997,233.6071,,1045.44947345
SWE,PHARMAEXP,TOT,USD_CAP,A,1998,270.1944,,1209.71625904
SWE,PHARMAEXP,TOT,USD_CAP,A,1999,294.9926,,1321.56832296
SWE,PHARMAEXP,TOT,USD_CAP,A,2000,315.9741,,1417.35648907
SWE,PHARMAEXP,TOT,USD_CAP,A,2001,350.0072,B,1573.4087166
SWE,PHARMAEXP,TOT,USD_CAP,A,2002,378.6337,,1706.57099723
SWE,PHARMAEXP,TOT,USD_CAP,A,2003,385.7789,,1744.24027218
SWE,PHARMAEXP,TOT,USD_CAP,A,2004,399.8646,,1814.20448384
SWE,PHARMAEXP,TOT,USD_CAP,A,2005,395.6419,,1801.41335621
SWE,PHARMAEXP,TOT,USD_CAP,A,2006,427.7953,,1957.3637057
SWE,PHARMAEXP,TOT,USD_CAP,A,2007,448.7953,,2066.41961546
SWE,PHARMAEXP,TOT,USD_CAP,A,2008,475.2332,,2203.09604846
SWE,PHARMAEXP,TOT,USD_CAP,A,2009,477.9839,,2233.21343435
SWE,PHARMAEXP,TOT,USD_CAP,A,2010,471.3214,,2219.21539794
SWE,PHARMAEXP,TOT,USD_CAP,A,2011,478.2032,,2267.00499875
SWE,PHARMAEXP,TOT,USD_CAP,A,2012,493.2713,,2354.38588799
SWE,PHARMAEXP,TOT,USD_CAP,A,2013,492.5739,,2371.7433285
SWE,PHARMAEXP,TOT,USD_CAP,A,2014,488.7008,P,0
CHE,PHARMAEXP,TOT,USD_CAP,A,1985,166.3138,,551.753681935
CHE,PHARMAEXP,TOT,USD_CAP,A,1986,183.9927,,613.427613961
CHE,PHARMAEXP,TOT,USD_CAP,A,1987,167.4168,,561.553448563
CHE,PHARMAEXP,TOT,USD_CAP,A,1988,184.6655,,623.799874335
CHE,PHARMAEXP,TOT,USD_CAP,A,1989,192.5459,,655.36520655
CHE,PHARMAEXP,TOT,USD_CAP,A,1990,207.6152,,713.02284689
CHE,PHARMAEXP,TOT,USD_CAP,A,1991,217.5721,,757.295593446
CHE,PHARMAEXP,TOT,USD_CAP,A,1992,220.7697,,776.573535938
CHE,PHARMAEXP,TOT,USD_CAP,A,1993,233.4224,,828.503631
CHE,PHARMAEXP,TOT,USD_CAP,A,1994,242.4173,,867.291283447
CHE,PHARMAEXP,TOT,USD_CAP,A,1995,258.6663,B,931.737223237
CHE,PHARMAEXP,TOT,USD_CAP,A,1996,277.3399,,1003.5874316
CHE,PHARMAEXP,TOT,USD_CAP,A,1997,296.9098,,1077.03257985
CHE,PHARMAEXP,TOT,USD_CAP,A,1998,308.2541,,1121.43951295
CHE,PHARMAEXP,TOT,USD_CAP,A,1999,326.4805,,1193.05507931
CHE,PHARMAEXP,TOT,USD_CAP,A,2000,349.1106,,1282.6487526
CHE,PHARMAEXP,TOT,USD_CAP,A,2001,368.3149,,1361.77252134
CHE,PHARMAEXP,TOT,USD_CAP,A,2002,381.8039,,1422.24396295
CHE,PHARMAEXP,TOT,USD_CAP,A,2003,401.8194,,1507.11085451
CHE,PHARMAEXP,TOT,USD_CAP,A,2004,415.1823,,1567.10891281
CHE,PHARMAEXP,TOT,USD_CAP,A,2005,426.5015,,1619.21976877
CHE,PHARMAEXP,TOT,USD_CAP,A,2006,442.087,,1687.88949226
CHE,PHARMAEXP,TOT,USD_CAP,A,2007,470.6625,,1811.07635362
CHE,PHARMAEXP,TOT,USD_CAP,A,2008,500.0677,,1945.67890926
CHE,PHARMAEXP,TOT,USD_CAP,A,2009,525.316,,2067.22877636
CHE,PHARMAEXP,TOT,USD_CAP,A,2010,611.2804,B,2429.21241631
CHE,PHARMAEXP,TOT,USD_CAP,A,2011,643.5218,,2582.16919029
CHE,PHARMAEXP,TOT,USD_CAP,A,2012,701.2403,,2841.05544072
CHE,PHARMAEXP,TOT,USD_CAP,A,2013,725.6368,,2988.1723424
CHE,PHARMAEXP,TOT,USD_CAP,A,2014,730.3513,,0
TUR,PHARMAEXP,TOT,USD_CAP,A,1981,9.1466,,205.036039424
TUR,PHARMAEXP,TOT,USD_CAP,A,1982,9.8562,,226.669240806
TUR,PHARMAEXP,TOT,USD_CAP,A,1983,9.9609,,234.982910277
TUR,PHARMAEXP,TOT,USD_CAP,A,1984,9.4545,,228.763445625
TUR,PHARMAEXP,TOT,USD_CAP,A,1985,8.8967,,220.767251117
TUR,PHARMAEXP,TOT,USD_CAP,A,1986,10.4777,,266.117444342
TUR,PHARMAEXP,TOT,USD_CAP,A,1987,12.7621,,329.782235575
TUR,PHARMAEXP,TOT,USD_CAP,A,1990,31.7353,,885.912479504
TUR,PHARMAEXP,TOT,USD_CAP,A,1994,54.5157,,1588.38797054
TUR,PHARMAEXP,TOT,USD_CAP,A,1999,97.6093,B,3087.0473591
TUR,PHARMAEXP,TOT,USD_CAP,A,2000,117.885,,3784.73682705
GBR,PHARMAEXP,TOT,USD_CAP,A,1970,23.3936,,670.0160976
GBR,PHARMAEXP,TOT,USD_CAP,A,1971,25.9109,,745.2233949
GBR,PHARMAEXP,TOT,USD_CAP,A,1972,27.8732,,803.6122292
GBR,PHARMAEXP,TOT,USD_CAP,A,1973,29.5548,,853.4539596
GBR,PHARMAEXP,TOT,USD_CAP,A,1974,36.1668,,1044.6056844
GBR,PHARMAEXP,TOT,USD_CAP,A,1975,35.0854,,1012.8453272
GBR,PHARMAEXP,TOT,USD_CAP,A,1976,39.482,,1139.25311
GBR,PHARMAEXP,TOT,USD_CAP,A,1977,43.8854,,1266.0060192
GBR,PHARMAEXP,TOT,USD_CAP,A,1978,49.11,,1416.92172
GBR,PHARMAEXP,TOT,USD_CAP,A,1979,53.5298,,1545.672975
GBR,PHARMAEXP,TOT,USD_CAP,A,1980,60.4632,,1748.1120384
GBR,PHARMAEXP,TOT,USD_CAP,A,1981,67.659,,1958.457414
GBR,PHARMAEXP,TOT,USD_CAP,A,1982,77.0002,,2227.3847854
GBR,PHARMAEXP,TOT,USD_CAP,A,1983,85.4205,,2472.410952
GBR,PHARMAEXP,TOT,USD_CAP,A,1984,94.2763,,2732.9756607
GBR,PHARMAEXP,TOT,USD_CAP,A,1985,98.216,,2854.64804
GBR,PHARMAEXP,TOT,USD_CAP,A,1986,103.2579,,3009.1417218
GBR,PHARMAEXP,TOT,USD_CAP,A,1987,108.1977,,3159.9138285
GBR,PHARMAEXP,TOT,USD_CAP,A,1988,117.8786,,3449.717229
GBR,PHARMAEXP,TOT,USD_CAP,A,1989,124.9176,,3666.0817248
GBR,PHARMAEXP,TOT,USD_CAP,A,1990,128.6215,,3783.9159085
GBR,PHARMAEXP,TOT,USD_CAP,A,1991,143.0939,,4225.562867
GBR,PHARMAEXP,TOT,USD_CAP,A,1992,162.8369,,4821.2749352
GBR,PHARMAEXP,TOT,USD_CAP,A,1993,177.5477,,5268.7279975
GBR,PHARMAEXP,TOT,USD_CAP,A,1994,195.7865,,5825.431521
GBR,PHARMAEXP,TOT,USD_CAP,A,1995,205.4029,,6125.3198809
GBR,PHARMAEXP,TOT,USD_CAP,A,1996,223.5693,,6679.5799761
GBR,PHARMAEXP,TOT,USD_CAP,A,1997,236.7311,B,7088.4393273
GBR,PHARMAEXP,TOT,USD_CAP,A,2013,471.372,B,15149.0476104
GBR,PHARMAEXP,TOT,USD_CAP,A,2014,485.263,,15684.8356754
USA,PHARMAEXP,TOT,USD_CAP,A,1970,43.0232,,4504.45590056
USA,PHARMAEXP,TOT,USD_CAP,A,1971,45.0109,,4775.37292133
USA,PHARMAEXP,TOT,USD_CAP,A,1972,47.6236,,5110.26468508
USA,PHARMAEXP,TOT,USD_CAP,A,1973,50.9653,,5524.75574019
USA,PHARMAEXP,TOT,USD_CAP,A,1974,55.7062,,6097.75662936
USA,PHARMAEXP,TOT,USD_CAP,A,1975,60.1973,,6658.25480056
USA,PHARMAEXP,TOT,USD_CAP,A,1976,64.9207,,7253.36908062
USA,PHARMAEXP,TOT,USD_CAP,A,1977,69.3745,,7832.72098505
USA,PHARMAEXP,TOT,USD_CAP,A,1978,76.5013,,8733.4649093
USA,PHARMAEXP,TOT,USD_CAP,A,1979,85.2856,,9848.0561604
USA,PHARMAEXP,TOT,USD_CAP,A,1980,96.1603,,11234.0232078
USA,PHARMAEXP,TOT,USD_CAP,A,1981,107.6152,,12694.5903146
USA,PHARMAEXP,TOT,USD_CAP,A,1982,119.181,,14192.669385
USA,PHARMAEXP,TOT,USD_CAP,A,1983,132.9301,,15970.8868645
USA,PHARMAEXP,TOT,USD_CAP,A,1984,146.6893,,17772.0834658
USA,PHARMAEXP,TOT,USD_CAP,A,1985,158.6642,,19387.8608541
USA,PHARMAEXP,TOT,USD_CAP,A,1986,172.2088,,21227.7826958
USA,PHARMAEXP,TOT,USD_CAP,A,1987,186.3602,,23169.8095816
USA,PHARMAEXP,TOT,USD_CAP,A,1988,204.5898,,25658.3024233
USA,PHARMAEXP,TOT,USD_CAP,A,1989,225.1688,,28493.242739
USA,PHARMAEXP,TOT,USD_CAP,A,1990,251.3232,,32146.4991888
USA,PHARMAEXP,TOT,USD_CAP,A,1991,267.3245,,34635.8186451
USA,PHARMAEXP,TOT,USD_CAP,A,1992,273.6106,,35916.0699913
USA,PHARMAEXP,TOT,USD_CAP,A,1993,281.9844,,37489.2620112
USA,PHARMAEXP,TOT,USD_CAP,A,1994,293.886,,39535.9839738
USA,PHARMAEXP,TOT,USD_CAP,A,1995,318.7116,,43364.8564308
USA,PHARMAEXP,TOT,USD_CAP,A,1996,349.2576,,48053.2355597
USA,PHARMAEXP,TOT,USD_CAP,A,1997,385.9094,,53708.32329
USA,PHARMAEXP,TOT,USD_CAP,A,1998,424.391,,59722.0839622
USA,PHARMAEXP,TOT,USD_CAP,A,1999,484.4751,,68910.4301412
USA,PHARMAEXP,TOT,USD_CAP,A,2000,540.8091,,77724.5430429
USA,PHARMAEXP,TOT,USD_CAP,A,2001,600.9427,,87183.2645592
USA,PHARMAEXP,TOT,USD_CAP,A,2002,664.7783,,97319.9533172
USA,PHARMAEXP,TOT,USD_CAP,A,2003,733.7162,,108354.4747
USA,PHARMAEXP,TOT,USD_CAP,A,2004,788.6329,,117488.400133
USA,PHARMAEXP,TOT,USD_CAP,A,2005,832.2609,,125105.042358
USA,PHARMAEXP,TOT,USD_CAP,A,2006,897.55,,136187.59513
USA,PHARMAEXP,TOT,USD_CAP,A,2007,940.7422,,144090.096102
USA,PHARMAEXP,TOT,USD_CAP,A,2008,956.5987,,147893.985415
USA,PHARMAEXP,TOT,USD_CAP,A,2009,987.8293,,154065.907728
USA,PHARMAEXP,TOT,USD_CAP,A,2010,983.6166,,154681.185836
USA,PHARMAEXP,TOT,USD_CAP,A,2011,999.3978,,158331.595261
USA,PHARMAEXP,TOT,USD_CAP,A,2012,995.9818,,158942.26158
USA,PHARMAEXP,TOT,USD_CAP,A,2013,1013.8022,,162974.989224
USA,PHARMAEXP,TOT,USD_CAP,A,2014,1112.2037,,180088.690426
EST,PHARMAEXP,TOT,USD_CAP,A,1999,99.2886,,73.6854458724
EST,PHARMAEXP,TOT,USD_CAP,A,2000,114.2506,,85.220665046
EST,PHARMAEXP,TOT,USD_CAP,A,2001,128.8904,,95.563209272
EST,PHARMAEXP,TOT,USD_CAP,A,2002,151.737,,111.861275085
EST,PHARMAEXP,TOT,USD_CAP,A,2003,159.4414,,116.8705462
EST,PHARMAEXP,TOT,USD_CAP,A,2004,190.7361,B,139.040894817
EST,PHARMAEXP,TOT,USD_CAP,A,2005,197.1841,,142.949599216
EST,PHARMAEXP,TOT,USD_CAP,A,2006,225.5237,,162.538313445
EST,PHARMAEXP,TOT,USD_CAP,A,2007,238.7591,,171.315623227
EST,PHARMAEXP,TOT,USD_CAP,A,2008,277.6224,,198.612453072
EST,PHARMAEXP,TOT,USD_CAP,A,2009,264.235,,188.519781925
EST,PHARMAEXP,TOT,USD_CAP,A,2010,273.4284,,194.46911379
EST,PHARMAEXP,TOT,USD_CAP,A,2011,277.0493,,196.294970036
EST,PHARMAEXP,TOT,USD_CAP,A,2012,303.7825,,214.331616398
EST,PHARMAEXP,TOT,USD_CAP,A,2013,314.9095,,221.209437913
EST,PHARMAEXP,TOT,USD_CAP,A,2014,324.3777,,227.35632993
ISR,PHARMAEXP,TOT,USD_CAP,A,2006,236.3844,,843.46681608
ISR,PHARMAEXP,TOT,USD_CAP,A,2007,257.1305,,933.61513245
ISR,PHARMAEXP,TOT,USD_CAP,A,2008,256.4691,,947.57638377
ISR,PHARMAEXP,TOT,USD_CAP,A,2009,271.7808,,1028.47290336
ISR,PHARMAEXP,TOT,USD_CAP,A,2010,275.5093,,1061.31692546
ISR,PHARMAEXP,TOT,USD_CAP,A,2011,286.1819,,1123.17810293
ISR,PHARMAEXP,TOT,USD_CAP,A,2012,306.1144,,1222.74335936
SVN,PHARMAEXP,TOT,USD_CAP,A,2002,355.5424,B,362.513519837
SVN,PHARMAEXP,TOT,USD_CAP,A,2003,359.0833,,366.026893772
SVN,PHARMAEXP,TOT,USD_CAP,A,2004,381.8954,,389.499701205
SVN,PHARMAEXP,TOT,USD_CAP,A,2005,405.3603,,413.890702153
SVN,PHARMAEXP,TOT,USD_CAP,A,2006,426.7987,,436.461422568
SVN,PHARMAEXP,TOT,USD_CAP,A,2007,416.4637,,426.5758551
SVN,PHARMAEXP,TOT,USD_CAP,A,2008,443.0468,,454.415380888
SVN,PHARMAEXP,TOT,USD_CAP,A,2009,465.1138,,479.331398638
SVN,PHARMAEXP,TOT,USD_CAP,A,2010,469.1198,,485.325543491
SVN,PHARMAEXP,TOT,USD_CAP,A,2011,478.0849,,495.805594903
SVN,PHARMAEXP,TOT,USD_CAP,A,2012,503.467,,523.025686016
SVN,PHARMAEXP,TOT,USD_CAP,A,2013,518.8539,,1068.37932944
SVN,PHARMAEXP,TOT,USD_CAP,A,2014,483.5458,,996.889142833
LVA,PHARMAEXP,TOT,USD_CAP,A,2004,184.7243,B,226.2872675
LVA,PHARMAEXP,TOT,USD_CAP,A,2005,186.7846,,226.3829352
LVA,PHARMAEXP,TOT,USD_CAP,A,2006,221.1582,,265.38984
LVA,PHARMAEXP,TOT,USD_CAP,A,2007,291.5345,,346.926055
LVA,PHARMAEXP,TOT,USD_CAP,A,2008,240.5605,,283.1397085
LVA,PHARMAEXP,TOT,USD_CAP,A,2009,255.5128,,296.394848
LVA,PHARMAEXP,TOT,USD_CAP,A,2010,276.3644,,314.5026872
LVA,PHARMAEXP,TOT,USD_CAP,A,2011,283.607,,317.072626
LVA,PHARMAEXP,TOT,USD_CAP,A,2012,293.1636,,323.6526144
LVA,PHARMAEXP,TOT,USD_CAP,A,2013,341.1093,,0
LVA,PHARMAEXP,TOT,USD_CAP,A,2014,347.6399,B,0
LTU,PHARMAEXP,TOT,USD_CAP,A,2004,247.4469,B,0
LTU,PHARMAEXP,TOT,USD_CAP,A,2005,284.4582,,0
LTU,PHARMAEXP,TOT,USD_CAP,A,2006,302.6872,,0
LTU,PHARMAEXP,TOT,USD_CAP,A,2007,316.0341,,0
LTU,PHARMAEXP,TOT,USD_CAP,A,2008,341.6259,,0
LTU,PHARMAEXP,TOT,USD_CAP,A,2009,358.4488,,0
LTU,PHARMAEXP,TOT,USD_CAP,A,2010,365.7485,,0
LTU,PHARMAEXP,TOT,USD_CAP,A,2011,381.4509,,0
LTU,PHARMAEXP,TOT,USD_CAP,A,2012,445.5823,,0
LTU,PHARMAEXP,TOT,USD_CAP,A,2013,458.5557,,0
LTU,PHARMAEXP,TOT,USD_CAP,A,2014,479.0798,,0
RUS,PHARMAEXP,TOT,USD_CAP,A,2014,317.5209,B,0
